Date,Product Name,Model,Price (AED),Original Price (AED),Discount,Stock Status,Available Qty,Product URL
2025-05-20,NZXT H5 Flow Compact Mid-Tower Airflow Case - White,,330.0,375.00,-12%,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h5-flow-compact-mid-tower-airflow-case-white.html
2025-05-20,NZXT H5 Flow Compact Mid-Tower Airflow Case,,330.0,375.00,-12%,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h5-flow-compact-mid-tower-airflow-case.html
2025-05-20,Xigmatek Elite One Tempered Glass ARGB Case | EN49684,,,,-21%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-elite-1-tempered-glass-argb-case-en49684.html
2025-05-20,Xigmatek Gaming X Arctic ARGB Tempered Gaming Case | EN46737,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-gaming-x-arctic-argb-tempered-gaming-case-en46737.html
2025-05-20,NZXT H5 Elite Premium Compact Mid-Tower ATX Case - White | CC-H51EW-01,,525.0,599.00,-13%,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h5-elite-premium-compact-mid-tower-atx-case-white-cc-h51ew-01.html
2025-05-20,NZXT H5 Elite Premium Compact Mid-Tower ATX Case - Black | CC-H51EB-01,,525.0,599.00,-13%,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h5-elite-premium-compact-mid-tower-atx-case-matte-black-cc-h51eb-01.html
2025-05-20,Xigmatek Elite 1 Tempered Glass  Gaming Case  - No RGB Fans | EN49677,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-elite-1-tempered-glass-gaming-case-no-rgb-fans-en49677.html
2025-05-20,Xigmatek Duke RGB Tempered Glass Gaming Case | EN49158,,165.0,185.00,-11%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-duke-rgb-tempered-glass-gaming-case-en49158.html
2025-05-20,Xigmatek Aquarius Plus Queen 7pcs 120mm Arctic RGB Fans Gaming Case - Pink | EN46447,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-aquarius-plus-queen-7pcs-120mm-arctic-rgb-fans-gaming-case-pink-en46447.html
2025-05-20,XPG Defender Pro Mid-Tower Gaming Case - Black | DEFENDER-PRO-BK,,330.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/xpg-defender-pro-mid-tower-gaming-case-black-defender-pro-bk.html
2025-05-20,Asus TUF GT502 Tempered Glass Gaming Case | 90DC0090-B09000,,675.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/asus-tuf-gt-502-tempered-glass-gaming-case-90dc0090-b09000.html
2025-05-20,SilverStone ARGB ATX Tempered Glass Gaming Case - White | SST-FAR1W-PRO-V2,,239.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/silverstone-argb-atx-tempered-glass-gaming-case-white-sst-far1w-pro-v2.html
2025-05-20,SilverStone ARGB ATX Tempered Glass Gaming Case - Black | SST-FAR1B-PRO-V2,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/silverstone-argb-atx-tempered-glass-gaming-case-black-sst-far1b-pro-v2.html
2025-05-20,Xigmatek Aquarius S Arctic 3X ARGB Fans Tempered Glass Gaming Case - White | EN46539,,420.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-aquarius-s-arctic-3x-argb-fans-tempered-glass-gaming-case-white-en46539.html
2025-05-20,Xigmatek Aquarius S 3X ARGB Fans Tempered Glass Gaming Case - Black | EN46522,,399.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-aquarius-s-gaming-case-black-en46522.html
2025-05-20,NZXT H7 Flow ATX Mid Tower Gaming Case - Black/White | CM-H71FG-01,,510.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h7-flow-atx-mid-tower-gaming-case-black-white-cm-h71fg-01.html
2025-05-20,Xigmatek Aquarius Pro Arctic Gaming Case - White | EN49424,,525.0,630.00,-17%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-aquarius-pro-arctic-gaming-case-white-en49424.html
2025-05-20,Xigmatek Aquarius Pro Gaming Case - Black | EN49417,,525.0,630.00,-17%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-aquarius-pro-gaming-case-black-en49417.html
2025-05-20,Lian Li Lancool III Mesh RGB E-ATX Mid Tower Case - White | G99.LAN3RW.00,,600.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-lancool-iii-mesh-rgb-e-atx-mid-tower-case-white-g99-lan3rw-00.html
2025-05-20,Lian Li Lancool III Mesh RGB E-ATX Mid Tower Case - Black | G99.LAN3RX.00,,585.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-lancool-iii-mesh-rgb-e-atx-mid-tower-case-black-g99-lan3rx-00.html
2025-05-20,Lian Li A4H2O Silver Mini ITX Gaming Case | G99.A4H2OA4.00,,,,-10%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-a4h2o-silver-mini-itx-gaming-case-g99-a4h2oa4-00.html
2025-05-20,Lian Li A4H2O Black Mini ITX Gaming Case | G99.A4H2OX4.00,,,,-6%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-a4h2o-black-mini-itx-gaming-case-g99-a4h2ox4-00.html
2025-05-20,Asus Prime AP201 MicroATX Case - Black | ASUS-PRIME-AP201-B,,360.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/asus-prime-ap201-microatx-case-black-asus-prime-ap201-b.html
2025-05-20,Asus Prime AP201 Micro ATX Case - White | 90DC00G3-B39000,,360.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/asus-prime-ap201-microatx-case-white-asus-prime-ap201.html
2025-05-20,Galax Revolution-01 4RGB Fans Gaming Case | CG01AGBA4A0,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/galax-revolution-01-4rgb-fans-gaming-case-cg01agba4a0.html
2025-05-20,Galax Revolution-05 4RGB Fans Gaming Case | CGG5ANBA4B0,,175.0,210.00,-17%,In Stock,,https://gccgamers.com/computer-parts-compnents/galax-revolution-05-4rgb-fans-gaming-case-cgg5anba4b0.html
2025-05-20,Fractal Meshify 2 Compact Light Tempered Glass Gaming Case - Gray | FD-C-MES2C-04,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-meshify-2-compact-light-tempered-glass-gaming-case-gray-fd-c-mes2c-04.html
2025-05-20,Fractal Meshify 2 Compact Light Tempered Glass Gaming Case - Black | FD-C-MES2C-03,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-meshify-2-compact-light-tempered-glass-gaming-case-black-fd-c-mes2c-03.html
2025-05-20,Fractal Meshify 2 Compact Dark Tempered Glass Mid Tower Gaming Case | FD-C-MES2C-02,,500.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-meshify-2-compact-dark-tempered-glass-mid-tower-gaming-case-fd-c-mes2c-02.html
2025-05-20,Fractal Design Meshify 2 Black Mid Tower Gaming Case | FD-C-MES2A-01,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-meshify-2-black-mid-tower-gaming-case-fd-c-mes2a-01.html
2025-05-20,Fractal Pop Air Black Mid Tower Tempered Glass Gaming Case | FD-C-POA1A-02,,365.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-pop-air-black-mid-tower-tempered-glass-gaming-case-fd-c-poa1a-02.html
2025-05-20,Fractal Pop Air Solid Black Mid Tower Gaming Case | FD-C-POA1A-01,,365.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-pop-air-black-mid-tower-gaming-case-non-rgb-version-fd-c-poa1a-01.html
2025-05-20,Fractal Pop XL Air RGB White Full Tower Gaming Case | FD-C-POR1X-01,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-pop-xl-air-rgb-white-full-tower-gaming-case-fd-c-por1x-01.html
2025-05-20,Fractal Pop XL Air RGB Black Full Tower Gaming Case | FD-C-POR1X-06,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-pop-xl-air-rgb-black-full-tower-gaming-case-fd-c-por1x-06.html
2025-05-20,Fractal Pop Mini Air RGB White MicroATX Case | FD-C-POR1M-01,,480.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-pop-mini-air-rgb-white-microatx-case-fd-c-por1m-01.html
2025-05-20,Fractal Pop Mini Air RGB Black MicroATX Case | FD-C-POR1M-06,,460.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-pop-mini-air-rgb-black-microatx-case-fd-c-por1m-06.html
2025-05-20,Fractal Design Torrent White TG Clear Tint Gaming Case | FD-C-TOR1A-03,,840.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-white-tg-clear-tint-gaming-case-fd-c-tor1a-03.html
2025-05-20,Fractal Design Torrent RGB Black TG Light Tint Gaming Case | FD-C-TOR1A-04,,975.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-rgb-black-tg-light-tint-gaming-case-fd-c-tor1a-04.html
2025-05-20,Fractal Design Torrent Black TG Dark Tint Gaming Case | FD-C-TOR1A-06,,820.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-black-tg-dark-tint-gaming-case-fd-c-tor1a-06.html
2025-05-20,Fractal Design Torrent Black TG Light Tint Gaming Case | FD-C-TOR1A-01,,899.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-black-tg-light-tint-gaming-case-fd-c-tor1a-01.html
2025-05-20,Fractal Design Torrent Grey Light Tint Windowed Gaming Case | FD-C-TOR1A-02,,925.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-grey-light-tint-windowed-gaming-case-fd-c-tor1a-02.html
2025-05-20,Fractal Design Torrent Compact Windowed White Gaming Case | FD-C-TOR1C-03,,,,-10%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-compact-windowed-white-gaming-case-fd-c-tor1c-03.html
2025-05-20,Fractal Design Torrent Nano Black RGB Mini-ITX Case | FD-C-TOR1N-02,,599.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-nano-black-rgb-mini-itx-case-fd-c-tor1n-02.html
2025-05-20,Fractal Design Torrent Nano White Windowed Mini-ITX PC Case | FD-C-TOR1N-03,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-nano-white-windowed-mini-itx-pc-case-fd-c-tor1n-03.html
2025-05-20,Fractal Design Torrent Nano Black Mini-ITX PC Case | FD-C-TOR1N-04,,,,-10%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-nano-black-mini-itx-pc-case-fd-c-tor1n-04.html
2025-05-20,Fractal Design Torrent Nano Black Windowed Mini-ITX Case | FD-C-TOR1N-01,,525.0,620.00,-16%,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-nano-black-windowed-mini-itx-case-fd-c-tor1n-01.html
2025-05-20,Fractal Design Torrent Black Solid PC Gaming Case | FD-C-TOR1A-05,,799.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-design-torrent-black-solid-pc-gaming-case-fd-c-tor1a-05.html
2025-05-20,Xigmatek Aquarius Plus RGB with 7pcs RGB Fans ATX Mid-Tower  Gaming Case - Black | EN46423,,545.0,630.00,-14%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-aquarius-plus-rgb-with-7pcs-rgb-fans-atx-mid-tower-gaming-case-black-en46423.html
2025-05-20,Fractal Torrent Compact RGB TG Light Tint Gaming Case - Black | FD-C-TOR1C-02,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/fractal-torrent-compact-rgb-tg-light-tint-gaming-case-black-fd-c-tor1c-02.html
2025-05-20,Msi MPG Velox 100R Tempered Glass Mid-Tower Gaming PC Case - Black | 306-7G18R25-809,,399.0,525.00,-24%,In Stock,,https://gccgamers.com/computer-parts-compnents/msi-mpg-velox-100r-tempered-glass-mid-tower-gaming-pc-case-black-306-7g18r21-809.html
2025-05-20,Xigmatek Aquarius Plus Arctic RGB Mid-Tower Gaming Case - White | EN46430,,550.0,699.00,-22%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-aquarius-plus-arctic-rgb-mid-tower-gaming-case-white-en46430.html
2025-05-20,Xigmatek Lamiya RGB Mid Tower Gaming Case | EN48113,,285.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-lamiya-rgb-mid-tower-gaming-case-en48113.html
2025-05-20,Xigmatek Gaming X RGB Mid-Tower Gaming Case | EN46621,,160.0,179.00,-11%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-gaming-x-rgb-mid-tower-gaming-case-en46621.html
2025-05-20,Cooler Master MasterBox TD500 Mesh Mid Tower Case - White | MCB-D500D-WGNN-S00,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/cooler-master-masterbox-td500-mesh-mid-tower-case-white-mcb-d500d-wgnn-s00.html
2025-05-20,Cooler Master MasterBox TD500 Mesh Mid Tower Case - Black | MCB-D500D-KGNN-S00,,390.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/cooler-master-masterbox-td500-mesh-mid-tower-case-black-mcb-d500d-kgnn-s00.html
2025-05-20,Cooler Master MasterBox MB500 ARGB Mid Tower PC Case | MCB-B500D-KGNN-S01,,325.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/cooler-master-masterbox-mb500-argb-mid-tower-pc-case-mcb-b500d-kgnn-s01.html
2025-05-20,Cooler Master MasterBox 540 ARGB Mid Tower PC Case | MB540-KGNN-S00,,440.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/cooler-master-masterbox-540-argb-mid-tower-pc-case-mb540-kgnn-s00.html
2025-05-20,Cooler Master MasterBox K500D ARGB Tempered Glass Mid-Tower ATX Case | MCB-K500D-KGNN-S02,,315.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/cooler-master-masterbox-k500d-argb-tempered-glass-mid-tower-atx-case-mcb-k500d-kgnn-s02.html
2025-05-20,NZXT H7 Elite  ATX Mid Tower Gaming Case - Black | CM-H71EB-01,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h7-elite-atx-mid-tower-gaming-case-black-cm-h71eb-01.html
2025-05-20,NZXT H7 Elite ATX Mid Tower Gaming Case - White | CM-H71EW-01,,715.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h7-elite-v1-atx-mid-tower-gaming-case-white-cm-h71ew-01.html
2025-05-20,NZXT H7 Flow ATX Mid Tower Gaming Case - Black | CM-H71FB-01,,490.0,525.00,-7%,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h7-flow-atx-mid-tower-gaming-case-black-cm-h71fb-01.html
2025-05-20,NZXT H7 Flow ATX Mid Tower Gaming Case - White | CM-H71FW-01,,490.0,525.00,-7%,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h7-flow-atx-mid-tower-gaming-case-white-cm-h71fw-01.html
2025-05-20,NZXT H7 V1 ATX Mid Tower Gaming Case - White | CM-H71BW-01,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h7-v1-atx-mid-tower-gaming-case-white-cm-h71bw-01.html
2025-05-20,NZXT H7 V1 ATX Mid Tower Gaming Case - Black | CM-H71BB-01,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h7-v1-atx-mid-tower-gaming-case-black-cm-h71bb-01.html
2025-05-20,NZXT H7 V1 ATX Mid Tower Gaming Case - Black & White | CM-H71BG-01,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h7-v1-atx-mid-tower-gaming-case-black-white-cm-h71bg-01.html
2025-05-20,Lian Li O11 Air Mini Gaming Case - White | O11AMW,,499.0,535.00,-7%,In Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-o11-air-mini-gaming-case-white-o11amw.html
2025-05-20,Lian Li O11 Air Mini Gaming Case - Black | O11AMX,,,,-22%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-o11-air-mini-gaming-case-black-o11amx.html
2025-05-20,Corsair iCUE 5000X RGB QL Edition Tempered Glass Mid Tower Case - White | CC-9011233-WW,,1100.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-icue-5000x-rgb-ql-edition-tempered-glass-mid-tower-case-white-cc-9011233-ww.html
2025-05-20,Corsair iCUE 5000T RGB Tempered Glass Mid-Tower Smart Case - White | CC-9011231-WW,,1400.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-icue-5000t-rgb-tempered-glass-mid-tower-smart-case-white-cc-9011231-ww.html
2025-05-20,Corsair iCUE 5000T RGB Tempered Glass Mid-Tower Smart Case - Black | CC-9011230-WW,,1400.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-icue-5000t-rgb-tempered-glass-mid-tower-smart-case-black-cc-9011230-ww.html
2025-05-20,Lian Li O11 Dynamic Evo E-ATX Tempered Glass Case - White | G99.O11DEW.00,,670.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-o11-dynamic-evo-e-atx-tempered-glass-case-white-g99-o11dew-00.html
2025-05-20,Lian Li O11 Dynamic Evo E-ATX Tempered Glass Case - Black | G99.O11DEX.00,,650.0,735.00,-12%,In Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-o11-dynamic-evo-e-atx-tempered-glass-case-black-g99-o11dex-00.html
2025-05-20,Asus TUF Gaming GT501VC Tempered Glass EATX Case | 90DC00A2-B09000,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/asus-tuf-gaming-gt501vc-tempered-glass-eatx-case-90dc00a2-b09000.html
2025-05-20,NZXT H510 Flow Edition ATX White Mid-Tower Gaming Case | CA-H52FW-01,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h510-flow-edition-atx-white-mid-tower-gaming-case-ca-h52fw-01.html
2025-05-20,NZXT H510 Flow Edition ATX Black Mid-Tower Gaming Case | CA-H52FB-01,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h510-flow-edition-atx-black-mid-tower-gaming-case-ca-h52fb-01.html
2025-05-20,WJ Coolman Armor Miku Special Edition 4 Fans ARGB Gaming Case | WJ-AMSE-P,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/wj-coolman-armor-miku-special-edition-4-fans-argb-gaming-case-wj-amse-p.html
2025-05-20,WJ Coolman Soul Battleship ATX Gaming Case - White | WJCOOLMAN- SOULBATTLESHIP-W,,900.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/wj-coolman-soul-battleship-atx-gaming-case-white-wjcoolman-soulbattleship-w.html
2025-05-20,WJ Coolman ROBIN II ATX Gaming Case With 7 ARGB Fans - White | WJ-CM-ROBINII-W,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/wj-coolman-robin-ii-atx-gaming-case-with-7-argb-fans-white-wj-cm-robinii-w.html
2025-05-20,WJ Coolman ROBIN II ATX Gaming Case With 7 ARGB Fans - PINK | WJ-CM-ROBINII-P,,675.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/wj-coolman-robin-ii-atx-gaming-case-with-7-argb-fans-pink-wj-cm-robinii-p.html
2025-05-20,WJ Coolman ROBIN II ATX Gaming Case With 7 ARGB Fans | WJ-C-ROBINII-B,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/wj-coolman-robin-ii-atx-gaming-case-with-7-argb-fans-wj-c-robinii-b.html
2025-05-20,WJ Coolman Soul Battleship ATX Gaming Case - Black | WJCOOLMAN- SOULBATTLESHIP-B,,840.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/wj-coolman-soul-battleship-atx-gaming-case-black-wjcoolman-soulbattleship-b.html
2025-05-20,Thermaltake Core W200 Super Tower Chassis | CA-1F5-00F1WN-00,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-core-w200-super-tower-chassis-ca-1f5-00f1wn-00.html
2025-05-20,Thermaltake The Tower 100 Mini-ITX Chassis - Racing Green | CA-1R3-00SCWN-00,,400.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-the-tower-100-mini-itx-chassis-racing-green-ca-1r3-00scwn-00.html
2025-05-20,Thermaltake The Tower 100 Mini-ITX Chassis - Turquoise | CA-1R3-00SBWN-00,,400.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-the-tower-100-mini-itx-chassis-turquoise-ca-1r3-00sbwn-00.html
2025-05-20,Thermaltake The Tower 100 Snow Mini-ITX Chasis - White | CA-1R3-00S6WN-00,,400.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-the-tower-100-snow-mini-itx-chasis-white-ca-1r3-00s6wn-00.html
2025-05-20,Thermaltake The Tower 100 Mini-ITX Chasis - Black | CA-1R3-00S1WN-00,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-the-tower-100-mini-itx-chasis-black-ca-1r3-00s1wn-00.html
2025-05-20,Thermaltake Level 20 RS ARGB Mid Tower Chassis - Black | CA-1P8-00M1WN-00,,575.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-level-20-rs-argb-mid-tower-chassis-black-ca-1p8-00m1wn-00.html
2025-05-20,Thermaltake Divider 500 TG Snow ARGB Mid Tower Chassis | CA-1T4-00M6WN-01,,620.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-divider-500-tg-snow-argb-mid-tower-chassis-ca-1t4-00m6wn-01.html
2025-05-20,Thermaltake Divider 500 TG Black ARGB Mid Tower Chassis | CA-1T4-00M1WN-01,,600.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-divider-500-tg-black-argb-mid-tower-chassis-ca-1t4-00m1wn-01.html
2025-05-20,Thermaltake Divider 300 TG ARGB Mid Tower Chassis - White | CA-1S2-00M6WN-01,,460.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-divider-300-tg-argb-mid-tower-chassis-white-ca-1s2-00m6wn-01.html
2025-05-20,Thermaltake Divider 300 TG ARGB Mid Tower Chassis - Black | CA-1S2-00M1WN-01,,425.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-divider-300-tg-argb-mid-tower-chassis-black-ca-1s2-00m1wn-01.html
2025-05-20,Thermaltake Divider 200 TG Snow Micro Chassis | CA-1V1-00S6WN-00,,450.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-divider-200-tg-snow-micro-chassis-ca-1v1-00s6wn-00.html
2025-05-20,Thermaltake Divider 200 TG Micro Chassis | CA-1V1-00S1WN-00,,420.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-divider-200-tg-micro-chassis-ca-1v1-00s1wn-00.html
2025-05-20,Thermaltake Versa T35 Tempered Glass RGB Mid-Tower Chassis | CA-1R7-00M1WN-00,,250.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-versa-t35-tempered-glass-rgb-mid-tower-chassis-ca-1r7-00m1wn-00.html
2025-05-20,Thermaltake Core P6 Tempered Glass Snow Mid Tower Chassis | CA-1V2-00M6WN-00,,660.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-core-p6-tempered-glass-snow-mid-tower-chassis-ca-1v2-00m6wn-00.html
2025-05-20,Thermaltake Core P6 Tempered Glass Mid Tower Chassis | CA-1V2-00M1WN-00,,630.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-core-p6-tempered-glass-mid-tower-chassis-ca-1v2-00m1wn-00.html
2025-05-20,Corsair 5000D Tempered Glass ATX Mid-Tower Case - White | CC-9011209-WW,,610.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-5000d-tempered-glass-atx-mid-tower-case-white-cc-9011209-ww.html
2025-05-20,Corsair 5000D Tempered Glass ATX Mid-Tower Case - Black | CC-9011208-WW,,610.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-5000d-tempered-glass-atx-mid-tower-case-black-cc-9011208-ww.html
2025-05-20,Corsair iCUE 7000X RGB Tempered Glass ATX Full-Tower Case -  White | CC-9011227-WW,,1240.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-icue-7000x-rgb-tempered-glass-atx-full-tower-case-white-cc-9011227-ww.html
2025-05-20,Corsair iCUE 7000X RGB Tempered Glass ATX Full-Tower Case -  Black | CC-9011226-WW,,1199.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-icue-7000x-rgb-tempered-glass-atx-full-tower-case-black-cc-9011226-ww.html
2025-05-20,Corsair 7000D AirFlow ATX Full-Tower Case - White | CC-9011219-WW,,,,-6%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/corsair-7000d-airflow-atx-full-tower-case-white-cc-9011219-ww.html
2025-05-20,Corsair 7000D AirFlow ATX Full-Tower Case - Black | CC-9011218-WW,,999.0,"1,050.00",-5%,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-7000d-airflow-atx-full-tower-case-black-cc-9011218-ww.html
2025-05-20,WJ Coolman Robin III ATX Case - Pink | WJ-CM-RIII-P,,675.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/wj-coolman-robin-iii-atx-case-pink-wj-cm-riii-p.html
2025-05-20,WJ Coolman Robin III ATX Case - White | WJ-CM-RIII-W,,500.0,675.00,-26%,In Stock,,https://gccgamers.com/computer-parts-compnents/wj-coolman-robin-iii-atx-case-white-wj-cm-riii-w.html
2025-05-20,WJ Coolman Robin III ATX Case - Black | WJ-CM-RIII-B,,,,-16%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/wj-coolman-robin-iii-atx-case-black-wj-cm-riii-b.html
2025-05-20,Lian Li Odyssey X Black Mid-Tower Case | G99.TR01X.00,,1799.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-odyssey-x-black-mid-tower-case-g99-tr01x-00.html
2025-05-20,Lian Li Odyssey X Silver Mid-Tower Case | G99.TR01A.00,,1799.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-odyssey-x-silver-mid-tower-case-g99-tr01a-00.html
2025-05-20,Thermaltake AH T200 Micro Chassis - Pink | CA-1R4-00SAWN-00,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-ah-t200-micro-chassis-pink-ca-1r4-00sawn-00.html
2025-05-20,DeepCool Macube 110 Tempered Glass MidTower Micro ATX Case - Pink  | R-MACUBE110-PRNGM1N-A-1,,290.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-macube-110-tempered-glass-midtower-micro-atx-case-pink-r-macube110-prngm1n-a-1.html
2025-05-20,DeepCool Macube 110 Tempered Glass Mid-Tower Micro ATX Case - Green | R-MACUBE110-GBNGM1N-A-1,,290.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-macube-110-tempered-glass-mid-tower-micro-atx-case-green-r-macube110-gbngm1n-a-1.html
2025-05-20,DeepCool Macube 110 Tempered Glass Mid-Tower Micro ATX Case - White | R-MACUBE110-WHNGM1N-G-1,,265.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-macube-110-tempered-glass-mid-tower-micro-atx-case-white-r-macube110-whngm1n-g-1.html
2025-05-20,DeepCool Macube 110 Tempered Glass Mid-Tower Micro ATX Case - Black | R-MACUBE110-BKNGM1N-G-1,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-macube-110-tempered-glass-mid-tower-micro-atx-case-black-r-macube110-bkngm1n-g-1.html
