Date,Product Name,Model,Price (AED),Original Price (AED),Discount,Stock Status,Available Qty,Product URL
2025-05-20,Thermaltake Ceres 330 TG ARGB Mid Tower ATX Case - White | CA-1Y2-00M6WN-01,,420.0,465.00,-10%,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-ceres-330-tg-argb-mid-tower-atx-case-white-ca-1y2-00m6wn-01.html
2025-05-20,Thermaltake Ceres 330 TG ARGB Mid Tower ATX Case - Black | CA-1Y2-00M1WN-01,,420.0,445.00,-6%,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-ceres-330-tg-argb-mid-tower-atx-case-black-ca-1y2-00m1wn-01.html
2025-05-20,MSI MAG PANO M100R PZ Mid-Tower M-ATX Tempered Glass Case - Black| 306-7G24R21-809,,315.0,475.00,-34%,In Stock,,https://gccgamers.com/sale-off.html/msi-mag-pano-m100r-pz-mid-tower-m-atx-tempered-glass-case-black-306-7g24r21-809.html
2025-05-20,MSI MAG PANO M100R PZ Mid-Tower M-ATX Tempered Glass Case - White | 306-7G24W21-809,,389.0,499.00,-23%,In Stock,,https://gccgamers.com/sale-off.html/msi-mag-pano-m100r-pz-mid-tower-m-atx-tempered-glass-case-white-306-7g24w21-809.html
2025-05-20,MSI MPG VELOX 100R Mid-Tower ATX Tempered Glass Case - White | 306-7G18W22-809,,365.0,420.00,-14%,In Stock,,https://gccgamers.com/computer-parts-compnents/msi-mpg-velox-100r-mid-tower-atx-tempered-glass-case-white-306-7g18w22-809.html
2025-05-20,ASUS ProArt PA602 Full Tower E-ATX Tempered Glass Case - Black | 90DC00J0-B09000,,925.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/asus-proart-pa602-full-tower-e-atx-tempered-glass-case-black-90dc00j0-b09000.html
2025-05-20,XIGMATEK Gaming Y Pro Arctic Dual ARGB LED Strip EATX Gaming Case - White| EN42256,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-gaming-y-pro-arctic-dual-argb-led-strip-eatx-gaming-case-white-en42256.html
2025-05-20,XIGMATEK Gaming Y Pro Dual ARGB LED Strip EATX Gaming Case - Black | EN42249,,230.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-gaming-y-pro-dual-argb-led-strip-eatx-gaming-case-black-en42249.html
2025-05-20,Asus TUF Gaming GT502 Plus Mid Tower ATX Dual-Chamber Case - White | 90DC0093-B19000,,699.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/asus-tuf-gaming-gt502-plus-mid-tower-atx-dual-chamber-case-white-90dc0093-b19000.html
2025-05-20,Montech KING 95 PRO Dual-Chamber ATX Mid-Tower Gaming Case - Red | MO-CA-KING95-PRO-RED,,575.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/montech-king-95-pro-dual-chamber-atx-mid-tower-gaming-case-red-mo-ca-king95-pro-red.html
2025-05-20,Montech KING 95 PRO Dual-Chamber ATX Mid-Tower Gaming Case - Blue| MO-CA-KING95-PRO-BLUE,,575.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/montech-king-95-pro-dual-chamber-atx-mid-tower-gaming-case-blue-mo-ca-king95-pro-blue.html
2025-05-20,Montech KING 95 PRO Dual-Chamber ATX Mid-Tower Gaming Case - White| MO-CA-KING95-PRO-WH,,525.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/montech-king-95-pro-dual-chamber-atx-mid-tower-gaming-case-white-mo-ca-king95-pro-wh.html
2025-05-20,Montech KING 95 PRO Dual-Chamber ATX Mid-Tower Gaming Case - Black | MO-CA-KING95-PRO-BK,,515.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/montech-king-95-pro-dual-chamber-atx-mid-tower-gaming-case-black-mo-ca-king95-pro-bk.html
2025-05-20,Xigmatek AQUA Ultra Air ARGB ATX Tower Gaming Case - Black | EN41907,,475.0,525.00,-10%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-aqua-ultra-air-argb-atx-tower-gaming-case-black-en41907.html
2025-05-20,Xigmatek AQUA Ultra Air Arctic ARGB ATX Tower Gaming Case - White | EN41914,,475.0,550.00,-14%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-aqua-ultra-air-arctic-argb-atx-tower-gaming-case-white-en41914.html
2025-05-20,XIGMATEK CUBI Arctic ATX RGB Tower Gaming Case - White| EN41983,,,,-21%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-cubi-arctic-atx-rgb-tower-gaming-case-white-en41976.html
2025-05-20,XIGMATEK CUBI ATX RGB Tower Gaming Case - Black | EN41938,,475.0,630.00,-25%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-cubi-atx-rgb-tower-gaming-case-black-en41921.html
2025-05-20,Xigmatek Endorphin Air Arctic V2 ARGB ATX Mid Tower Case - White| EN41839,,475.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-endorphin-air-arctic-v2-argb-atx-mid-tower-case-white-en41839.html
2025-05-20,Xigmatek Endorphin Air V2 ARGB ATX Mid Tower Case - Black | EN41822,,475.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-endorphin-air-v2-argb-atx-mid-tower-case-black-en41822.html
2025-05-20,Lian Li O11 Vision Mid-Tower dual-chamber Case - White| G99.O11VW.00,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-o11-vision-mid-tower-dual-chamber-case-white-g99-o11vw-00.html
2025-05-20,Lian Li O11 Vision Mid-Tower dual-chamber Case - Black | G99.O11VX.00,,550.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-o11-vision-mid-tower-dual-chamber-case-black-g99-o11vx-00.html
2025-05-20,Asus TUF Gaming GT502 PLUS Mid-Tower ATX Gaming Case - Black | 90DC0090-B19010,,675.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/asus-tuf-gaming-gt502-plus-mid-tower-atx-gaming-case-black-gt502-plus-blk-tg.html
2025-05-20,DeepCool CH780 Panoramic ARGB Dual Chamber ATX Case - White| R-CH780-WHADE41-G-1,,760.0,799.00,-5%,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-ch780-panoramic-argb-dual-chamber-atx-case-white-r-ch780-whade41-g-1.html
2025-05-20,DeepCool CH780 Panoramic ARGB Dual Chamber ATX Case - Black | R-CH780-BKADE41-G-1,,735.0,775.00,-6%,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-ch780-panoramic-argb-dual-chamber-atx-case-black-r-ch780-bkade41-g-1.html
2025-05-20,DeepCool Morpheus ARGB Full Tower ATX Case - White | R-MORPHEUS-WHAPA1-G-1,,850.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-morpheus-argb-full-tower-atx-case-white-r-morpheus-whapa1-g-1.html
2025-05-20,DeepCool Morpheus ARGB Full Tower ATX Case - Black | R-MORPHEUS-BKAPA1-G-1,,799.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-morpheus-argb-full-tower-atx-case-black-r-morpheus-bkapa1-g-1.html
2025-05-20,Corsair 5000D RGB AIRFLOW Mid-Tower Desktop ATX Case - White | CC-9011243-WW,,840.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-5000d-rgb-airflow-mid-tower-desktop-atx-case-white-cc-9011243-ww.html
2025-05-20,CORSAIR iCUE 4000D RGB Airflow Mid-Tower ATX Case - White| CC-9011241-WW,,630.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-icue-4000d-rgb-airflow-mid-tower-atx-case-white-cc-9011241-ww.html
2025-05-20,CORSAIR iCUE 4000D RGB Airflow Mid-Tower ATX Case - Black | CC-9011240-WW,,630.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-icue-4000d-rgb-airflow-mid-tower-atx-case-black-cc-9011240-ww.html
2025-05-20,HYTE Y40 Mid-Tower S-Tier Aesthetic Case - Snow White | CS-HYTE-Y40-WW,,549.0,640.00,-15%,In Stock,,https://gccgamers.com/sale-off.html/hyte-y40-mid-tower-s-tier-aesthetic-case-snow-white-cs-hyte-y40-ww.html
2025-05-20,HYTE Y70 Touch Infinite Dual Chamber Mid-Tower ATX Case - Black | CS-HYTE-Y70TI-BB,,1785.0,"2,100.00",-15%,In Stock,,https://gccgamers.com/sale-off.html/hyte-y70-touch-mid-tower-with-dual-chamber-mid-tower-atx-case-black-cs-hyte-y70-b-l.html
2025-05-20,HYTE Y70 Touch Infinite Dual Chamber Mid-Tower ATX Case - Black & White | CS-HYTE-Y70TI-WB,,1680.0,"2,100.00",-20%,In Stock,,https://gccgamers.com/sale-off.html/hyte-y70-touch-mid-tower-with-dual-chamber-mid-tower-atx-case-black-white-cs-hyte-y70-bw-l.html
2025-05-20,HYTE Y70 Touch Infinite Dual Chamber Mid-Tower ATX Gaming Case - White | CS-HYTE-Y70TI-WW,,1785.0,"2,100.00",-15%,In Stock,,https://gccgamers.com/sale-off.html/hyte-y70-touch-mid-tower-with-dual-chamber-mid-tower-atx-case-white-cs-hyte-y70-ww-l.html
2025-05-20,NZXT H6 Flow RGB ATX Mid-Tower with Dual Chamber Case - white | CC-H61FW-R1,,525.0,595.00,-12%,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h6-flow-rgb-atx-mid-tower-with-dual-chamber-case-white-cc-h61fw-r1.html
2025-05-20,NZXT H6 Flow RGB ATX Mid-Tower with Dual Chamber Case - Black | CC-H61FB-R1,,525.0,595.00,-12%,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h6-flow-rgb-atx-mid-tower-with-dual-chamber-case-black-cc-h61fb-r1.html
2025-05-20,NZXT H6 Flow Compact Dual-Chamber Mid-Tower Airflow Case - Black | CC-H61FB-01,,450.0,495.00,-10%,In Stock,,https://gccgamers.com/computer-parts-compnents/nzxt-h6-flow-compact-dual-chamber-mid-tower-airflow-case-black-cc-h61fb-01.html
2025-05-20,NZXT H6 Flow Compact Dual-Chamber Mid-Tower Airflow Case - White | CC-H61FW-01,,420.0,495.00,-16%,In Stock,,https://gccgamers.com/sale-off.html/nzxt-h6-flow-compact-dual-chamber-mid-tower-airflow-case-white-cc-h61fw-01.html
2025-05-20,MSI MEG PROSPECT 700R Mid-Tower ARGB E-ATX Gaming Case | 306-7G15R21-W57,,1260.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/msi-meg-prospect-700r-mid-tower-argb-e-atx-gaming-case-306-7g15r21-w57.html
2025-05-20,MSI MAG FORGE 112R Mid-Tower Gaming Case | 306-7G16X23-809,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/msi-mag-forge-112r-mid-tower-gaming-case-306-7g16x23-809.html
2025-05-20,MSI MPG VELOX 100P AIRFLOW Mid-Tower Gaming Case | 306-7G18P25-809,,,,-10%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/msi-mpg-velox-100p-airflow-mid-tower-gaming-case-306-7g18p25-809.html
2025-05-20,MSI MAG FORGE M100R Micro ATX Tower Gaming Case | 306-7G20R21-809,,210.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/msi-mag-forge-m100r-micro-atx-tower-gaming-case-306-7g20r21-809.html
2025-05-20,Asus ROG Hyperion GR701 White Gaming Case | 90DC00F3-B39000,,1470.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/asus-rog-hyperion-gr701-white-gaming-case-90dc00f3-b39000.html
2025-05-20,Lian Li O11 Dynamic EVO XL Full-Tower Gaming Case - White | O11DEXL-W,,945.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-o11-dynamic-evo-xl-full-tower-gaming-case-white-o11dexl-w.html
2025-05-20,Lian Li O11 Dynamic EVO XL Full-Tower Gaming Case - Black | O11DEXL-X,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/lian-li-o11-dynamic-evo-xl-full-tower-gaming-case-black-o11dexl-x.html
2025-05-20,Montech Air X ARGB Compact ATX Gaming Case - Black | AIR-X-ARGB-BLACK,,210.0,265.00,-21%,In Stock,,https://gccgamers.com/sale-off.html/montech-air-x-argb-compact-atx-gaming-case-black-air-x-argb-black.html
2025-05-20,Montech Air 100 ARGB Micro-ATX Gaming Case - White | AIR-100-ARGB-WHITE,,210.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/montech-air-100-argb-micro-atx-gaming-case-white-air-100-argb-white.html
2025-05-20,Montech Air 100 ARGB Micro-ATX Gaming Case - Black | AIR-100-ARGB-BLACK,,210.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/montech-air-100-argb-micro-atx-gaming-case-black-air-100-argb-black.html
2025-05-20,Montech Air 903 MAX Ultra Cooling Mid-Tower Gaming Case - White | AIR-903-MAX-WHITE,,265.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/montech-air-903-max-ultra-cooling-mid-tower-gaming-case-white-air-903-max-white.html
2025-05-20,Montech Air 903 MAX Ultra Cooling Mid-Tower Gaming Case - Black | AIR-903-MAX-BLACK,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/montech-air-903-max-ultra-cooling-mid-tower-gaming-case-black-air-903-max-black.html
2025-05-20,Cougar Cratus RGB Tempered Glass Mid-Tower Gaming Case | 385LMS0.0001,,1680.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/cougar-cratus-rgb-tempered-glass-mid-tower-gaming-case-385lms0-0001.html
2025-05-20,Xigmatek Endorphin Ultra Arctic TG RGB Mid-Tower Gaming Case | EN41334,,399.0,435.00,-9%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-endorphin-ultra-arctic-tg-rgb-mid-tower-gaming-case-en41334.html
2025-05-20,Xigmatek Endorphin Ultra TG RGB Mid-Tower Gaming Case | EN41327,,399.0,420.00,-5%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-endorphin-ultra-tg-rgb-mid-tower-gaming-case-en41327.html
2025-05-20,Xigmatek Aqua Ultra Arctic TG RGB Mid-Tower Gaming Case - White | EN40689,,475.0,580.00,-19%,In Stock,,https://gccgamers.com/computer-parts-compnents/xigmatek-aqua-ultra-arctic-tg-rgb-mid-tower-gaming-case-white-en40689.html
2025-05-20,Xigmatek Aqua Ultra TG RGB Mid-Tower Gaming Case | EN40672,,475.0,575.00,-18%,In Stock,,https://gccgamers.com/sale-off.html/xigmatek-aqua-ultra-tg-rgb-mid-tower-gaming-case-en40672.html
2025-05-20,darkFlash DLM21 Mesh mATX Gaming Case - White | DF-DLM21-M-W,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/darkflash-dlm21-mesh-matx-gaming-case-white-df-dlm21-m-w.html
2025-05-20,darkFlash DK260 Air ATX Gaming Case - Black | DF-DK260-AIR-B,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/darkflash-dk260-air-atx-gaming-case-black-df-dk260-air-b.html
2025-05-20,darkFlash DK352 Plus ATX Gaming Case - White | DF-DK352-PLUS-W,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/darkflash-dk352-plus-atx-gaming-case-white-df-dk352-plus-w.html
2025-05-20,darkFlash DK352 Plus ATX Gaming Case - Black | DF-DK352-PLUS-B,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/darkflash-dk352-plus-atx-gaming-case-df-dk352-plus-b.html
2025-05-20,darkFlash DK352 ATX Gaming Case - Black | DF-DK352-B,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/darkflash-dk352-atx-gaming-case-black-df-dk352-b.html
2025-05-20,darkFlash DK150 ATX Gaming Case - White | DF-DK150-W,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/darkflash-dk150-atx-gaming-case-white-df-dk150-w.html
2025-05-20,darkFlash DK150 ATX Gaming Case - Black | DF-DK150-B,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/darkflash-dk150-atx-gaming-case-black-df-dk150-b.html
2025-05-20,darkFlash DK431 EATX Full Mesh Gaming Case - White | DK431-MESH-W,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/darkflash-dk431-eatx-full-mesh-gaming-case-white-dk431-mesh-w.html
2025-05-20,darkFlash DK431 EATX Full Mesh Gaming Case | DK431-MESH-B,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/darkflash-dk431-eatx-full-mesh-gaming-case-dk431-mesh-b.html
2025-05-20,Thermaltake Ceres 300 TG ARGB Mid Tower Gaming Case - Snow Edition | CA-1Y2-00M6WN-00,,399.0,420.00,-5%,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-ceres-300-tg-argb-mid-tower-gaming-case-snow-edition-ca-1y2-00m6wn-00.html
2025-05-20,Thermaltake Ceres 300 TG ARGB Mid Tower Gaming Case | CA-1Y2-00M1WN-00,,375.0,399.00,-7%,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-ceres-300-tg-argb-mid-tower-gaming-case-ca-1y2-00m1wn-00.html
2025-05-20,Thermaltake CTE C700 Air Mid Tower Gaming Case - Snow Edition | CA-1X7-00F6WN-00,,575.0,630.00,-9%,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-cte-c700-air-mid-tower-gaming-case-snow-edition-ca-1x7-00f6wn-00.html
2025-05-20,Thermaltake CTE C700 Air Mid Tower Gaming Case | CA-1X7-00F1WN-00,,550.0,595.00,-8%,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-cte-c700-air-mid-tower-gaming-case-ca-1x7-00f1wn-00.html
2025-05-20,Thermaltake CTE T500 Air Full Tower Gaming Case - Snow Edition | CA-1X8-00F6WN-00,,595.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-cte-t500-air-full-tower-gaming-case-snow-edition-ca-1x8-00f6wn-00.html
2025-05-20,Thermaltake CTE T500 TG ARGB Air Full Tower Gaming Case - Snow Edition | CA-1X8-00F6WN-01,,640.0,699.00,-9%,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-cte-t500-tg-argb-air-full-tower-gaming-case-snow-edition-ca-1x8-00f6wn-01.html
2025-05-20,Thermaltake CTE T500 TG ARGB Air Full Tower Gaming Case | CA-1X8-00F1WN-01,,630.0,675.00,-7%,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-cte-t500-tg-argb-air-full-tower-gaming-case-ca-1x8-00f1wn-01.html
2025-05-20,Thermaltake CTE T500 Air Full Tower Gaming Case | CA-1X8-00F1WN-00,,575.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-cte-t500-air-full-tower-gaming-case-ca-1x8-00f1wn-00.html
2025-05-20,Corsair 2000D RGB Airflow Mini-ITX PC Case - White | CC-9011247-WW,,600.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-2000d-rgb-airflow-mini-itx-pc-case-white-cc-9011247-ww.html
2025-05-20,Corsair 2000D Airflow Mini-ITX PC Case - White | CC-9011245-WW,,450.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-2000d-airflow-mini-itx-pc-case-white-cc-9011245-ww.html
2025-05-20,Corsair 2000D Airflow Mini-ITX PC Case - Black | CC-9011244-WW,,450.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-2000d-airflow-mini-itx-pc-case-black-cc-9011244-ww.html
2025-05-20,Corsair 2000D RGB Airflow Mini-ITX PC Case - Black | CC-9011246-WW,,600.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-2000d-rgb-airflow-mini-itx-pc-case-black-cc-9011246-ww.html
2025-05-20,Corsair ICUE 4000X RGB Tempered Glass Mid-Tower ATX Case - White | CC-9011205-WW,,500.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-icue-4000x-rgb-tempered-glass-mid-tower-atx-case-white-cc-9011205-ww.html
2025-05-20,Corsair iCUE 4000X RGB Tempered Glass Mid-Tower ATX Case - Black | CC-9011204-WW,,500.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-icue-4000x-rgb-tempered-glass-mid-tower-atx-case-black-cc-9011204-ww.html
2025-05-20,Corsair 3000D RGB Airflow Mid-Tower PC Case - White | CC-9011256-WW,,420.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-3000d-rgb-airflow-mid-tower-pc-case-white-cc-9011256-ww.html
2025-05-20,Corsair 3000D RGB Airflow Mid-Tower PC Case - Black | CC-9011255-WW,,365.0,420.00,-14%,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-3000d-rgb-airflow-mid-tower-pc-case-black-cc-9011255-ww.html
2025-05-20,Corsair 3000D Airflow Mid-Tower PC Case - White | CC-9011252-WW,,350.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-3000d-airflow-mid-tower-pc-case-white-cc-9011252-ww.html
2025-05-20,Corsair 3000D Airflow Mid-Tower PC Case - Black | CC-9011251-WW,,315.0,350.00,-10%,In Stock,,https://gccgamers.com/computer-parts-compnents/corsair-3000d-airflow-mid-tower-pc-case-black-cc-9011251-ww.html
2025-05-20,Fractal Terra Small Factor Gaming Case - Silver | FD-C-TER1N-02,,799.0,945.00,-16%,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-terra-small-factor-gaming-case-silver-fd-c-ter1n-02.html
2025-05-20,Fractal Terra Small Factor Gaming Case - Graphite | FD-C-TER1N-01,,799.0,945.00,-16%,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-terra-small-factor-gaming-case-graphite-fd-c-ter1n-01.html
2025-05-20,Fractal Terra Small Factor Gaming Case - Jade | FD-C-TER1N-03,,799.0,945.00,-16%,In Stock,,https://gccgamers.com/computer-parts-compnents/fractal-terra-small-factor-gaming-case-jade-fd-c-ter1n-03.html
2025-05-20,Xigmatek Gaming Z ARGB TG Mid Tower Gaming Case | EN41105,,199.0,235.00,-16%,In Stock,,https://gccgamers.com/sale-off.html/xigmatek-gaming-z-argb-tg-mid-tower-gaming-case-enen41105.html
2025-05-20,Anubis Pro 4FX Tempered Glass E-ATX Gaming Case | EN40788,,275.0,315.00,-13%,In Stock,,https://gccgamers.com/sale-off.html/anubis-pro-4fx-tempered-glass-e-atx-gaming-case-en40788.html
2025-05-20,DeepCool CH560 ARGB Mid-Tower ATX Gaming Case - White | R-CH560-WHAPE4-G-1,,395.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-ch560-argb-mid-tower-atx-gaming-case-white-r-ch560-whape4-g-1.html
2025-05-20,DeepCool CH560 ARGB Mid-Tower ATX Gaming Case - Black | R-CH560-BKAPE4-G-1,,375.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-ch560-argb-mid-tower-atx-gaming-case-black-r-ch560-bkape4-g-1.html
2025-05-20,Thermaltake The Tower 200 Snow Mini Gaming Case | CA-1X9-00S6WN-00,,495.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-the-tower-200-snow-mini-gaming-case-ca-1x9-00s6wn-00.html
2025-05-20,Thermaltake The Tower 200 Mini Gaming Case | CA-1X9-00S1WN-00,,,,-16%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-the-tower-200-mini-gaming-case-ca-1x9-00s1wn-00.html
2025-05-20,Thermaltake Ceres 500 TG ARGB Snow Mid Tower Gaming Case | CA-1X5-00M6WN-00,,630.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-ceres-500-tg-argb-snow-mid-tower-gaming-case-ca-1x5-00m6wn-00.html
2025-05-20,Thermaltake Ceres 500 TG ARGB Mid Tower Gaming Case | CA-1X5-00M1WN-00,,630.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-ceres-500-tg-argb-mid-tower-gaming-case-ca-1x5-00m1wn-00.html
2025-05-20,Thermaltake CTE C750 Air Snow Full Tower Gaming Case | CA-1X6-00F6WN-00,,750.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-cte-c750-air-snow-full-tower-gaming-case-ca-1x6-00f6wn-00.html
2025-05-20,Thermaltake CTE C750 TG ARGB Snow Full Tower Gaming Case | CA-1X6-00F6WN-01,,750.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-cte-c750-tg-argb-snow-full-tower-gaming-case-ca-1x6-00f6wn-01.html
2025-05-20,Thermaltake CTE C750 TG ARGB Full Tower Gaming Case | CA-1X6-00F1WN-01,,735.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-cte-c750-tg-argb-full-tower-gaming-case-ca-1x6-00f1wn-01.html
2025-05-20,Thermaltake CTE C750 Air Full Tower Gaming Case | CA-1X6-00F1WN-00,,700.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-cte-c750-air-full-tower-gaming-case-ca-1x6-00f1wn-00.html
2025-05-20,Thermaltake H590 TG Snow Edition ARGB Mid Tower Gaming Case | CA-1X4-00M6WN-00,,360.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-h590-tg-snow-edition-argb-mid-tower-gaming-case-ca-1x4-00m6wn-00.html
2025-05-20,Thermaltake H590 TG ARGB Mid Tower Gaming Case | CA-1X4-00M1WN-00,,350.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-h590-tg-argb-mid-tower-gaming-case-ca-1x4-00m1wn-00.html
2025-05-20,Thermaltake H200 TG Snow RGB Mid Tower Gaming Case | CA-1M3-00M6WN-00,,295.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-h200-tg-snow-rgb-mid-tower-gaming-case-ca-1m3-00m6wn-00.html
2025-05-20,Thermaltake S200 TG ARGB Mid Tower Gaming Case | CA-1X2-00M1WN-00,,249.0,295.00,-16%,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-s200-tg-argb-mid-tower-gaming-case-ca-1x2-00m1wn-00.html
2025-05-20,Thermaltake S100 Tempered Glass Gaming Micro Case | CA-1Q9-00S1WN-00,,190.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/thermaltake-s100-tempered-glass-gaming-micro-case-ca-1q9-00s1wn-00.html
2025-05-20,Asus TUF GT502 Mid Tower ATX Tempered Glass Gaming Case - White | 90DC0093-B09000,,735.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/asus-tuf-gt502-mid-tower-atx-tempered-glass-gaming-case-white-90dc0093-b09000.html
2025-05-20,DeepCool CH560 DIGITAL ARGB Mid-Tower ATX Gaming Case - White | R-CH560-WHAPE4D-G-1,,450.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-ch560-digital-argb-mid-tower-atx-gaming-case-white-r-ch560-whape4d-g-1.html
2025-05-20,DeepCool CH560 DIGITAL ARGB Mid-Tower ATX Gaming Case - Black | R-CH560-BKAPE4D-G-1,,440.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/deepcool-ch560-digital-argb-mid-tower-atx-gaming-case-black-r-ch560-bkape4d-g-1.html
2025-05-20,Montech X3 Mesh RGB Mid-Tower Gaming Case - White | M-X3-MESH-W,,225.0,,,In Stock,,https://gccgamers.com/computer-parts-compnents/montech-x3-mesh-rgb-mid-tower-gaming-case-white-m-x3-mesh-w.html
2025-05-20,Montech X3 Mesh RGB Mid-Tower Gaming Case - Black | M-X3-MESH-B,,,,,Out of Stock,,https://gccgamers.com/computer-parts-compnents/montech-x3-mesh-rgb-mid-tower-gaming-case-black-m-x3-mesh-b.html
2025-05-20,Montech Sky Two Mid-Tower Gaming Case - Blue | M-SKY-TWO-MB,,,,-13%,Out of Stock,,https://gccgamers.com/computer-parts-compnents/montech-sky-two-mid-tower-gaming-case-blue-m-sky-two-mb.html
2025-05-20,Montech Sky Two Mid-Tower Gaming Case - White | M-SKY-TWO-W,,350.0,399.00,-13%,In Stock,,https://gccgamers.com/computer-parts-compnents/montech-sky-two-mid-tower-gaming-case-white-m-sky-two-w.html
